step,datetime,portfolio_value,benchmark_value,cash,reward,portfolio_return,drawdown,total_fees,rolling_volatility,risk_adjusted_return,cost_penalty,risk_halted,price_btc_usdt,holding_btc_usdt,position_value_btc_usdt,action_btc_usdt,price_eth_usdt,holding_eth_usdt,position_value_eth_usdt,action_eth_usdt,label,agent_return,benchmark_return,agent_cumulative_return,benchmark_cumulative_return,agent_drawdown,benchmark_drawdown,gross_exposure,exposure_btc_usdt,exposure_eth_usdt
19,2026-04-20 01:35:00+00:00,9999.9990234375,10068.89453125,9994.855214168252,-5.939008114410723e-06,-8.789055633550286e-07,1.0742177009592763e-06,0.0013910152912139893,0.0017879813676699996,-0.0004915630042102483,1.391014204484142e-07,False,74621.6484375,0.0,0.0,0.8254320621490479,2289.72998046875,0.0022462636698037386,5.143337268787377,0.6075018644332886,forward_2026_0420_0428,-8.789055633284804e-07,-0.00023436518983632748,-9.765624997548628e-08,0.006889453124999889,-8.789055633284804e-07,-0.00023436518983632748,0.0005143337771066456,0.0,0.0005143337771066456
20,2026-04-20 01:40:00+00:00,10000.0009765625,10076.62109375,9992.560851947726,1.0576190495353149e-06,1.9531251907348818e-07,8.789053916939534e-07,0.0022920701503753665,0.0017821979708969593,0.00010959080948413329,2.2920703742103639e-07,False,74659.8828125,0.0,0.0,0.7842617630958557,2292.070068359375,0.003246263600885868,7.4406636335950225,1.0,forward_2026_0420_0428,1.9531251904680857e-07,0.0007673694938425957,9.765624997548628e-08,0.0076621093750000036,-6.835932159221514e-07,0.0,0.0007440662906967785,0.0,0.0007440662906967785
21,2026-04-20 01:45:00+00:00,10000.0009765625,10080.6787109375,9990.265758959475,-2.3367452337430266e-07,0.0,8.789053916939534e-07,0.0022928001880645754,0.0017752248095348477,0.0,2.292799964158329e-07,False,74696.25,0.0,0.0,0.5364287495613098,2292.800048828125,0.004246263764798641,9.735833767267422,1.0,forward_2026_0420_0428,0.0,0.00040267636837287846,9.765624997548628e-08,0.008067871093750068,-6.835932159221514e-07,0.0,0.0009735832816502499,0.0,0.0009735832816502499
22,2026-04-20 01:50:00+00:00,9999.9873046875,10076.0634765625,9987.973589042129,-9.334555187137173e-06,-1.3671873664856088e-06,2.246091556551214e-06,0.002289880037307739,0.0017693291883915663,-0.0007727149381500144,2.2898798136866635e-07,False,74723.03125,0.0,0.0,0.10722891986370087,2289.8798828125,0.005246263928711414,12.01331423028114,1.0,forward_2026_0420_0428,-1.3671873665410672e-06,-0.0004578297262854969,-1.2695312500143885e-06,0.007606347656250012,-2.0507796478774765e-06,-0.0004578297262854969,0.0012013329481578333,0.0,0.0012013329481578333
23,2026-04-20 01:55:00+00:00,9999.9638671875,10059.080078125,9985.685472952546,-1.5854243916912226e-05,-2.3437529754676445e-06,4.58983926773509e-06,0.0022858302593231202,0.001767673995345831,-0.0013258958428979933,2.2858331612597507e-07,False,74603.2890625,0.0,0.0,0.14114177227020264,2285.830078125,0.0062462640926241875,14.277898338832529,1.0,forward_2026_0420_0428,-2.3437529754755104e-06,-0.0016855191987430462,-3.6132812499811706e-06,0.005908007812500005,-4.394527816753424e-06,-0.0021425772442350555,0.0014277949929081297,0.0,0.0014277949929081297
24,2026-04-20 02:00:00+00:00,9999.9501953125,10049.349609375,9983.399108605327,-9.384191000534972e-06,-1.3671924400508088e-06,5.957025432592351e-06,0.0022840802669525147,0.001762117026373744,-0.0007758804581320528,2.2840885200067375e-07,False,74516.09375,0.0,0.0,-0.01941732130944729,2284.080078125,0.007246264256536961,16.551047829185336,1.0,forward_2026_0420_0428,-1.3671924400382451e-06,-0.0009673318707503764,-4.980468749971045e-06,0.00493496093750001,-5.761714248708749e-06,-0.0031078365317315226,0.001655113026157238,0.0,0.001655113026157238
25,2026-04-20 02:05:00+00:00,9999.9462890625,10051.5546875,9981.113014656485,-2.876027479331194e-06,-3.90626945505295e-07,6.347650051122997e-06,0.0022838101387023927,0.0017554056830704212,-0.00022252801322498767,2.2838215132040697e-07,False,74557.5703125,0.0,0.0,0.4001118540763855,2283.81005859375,0.008246264420449734,18.832901629246862,1.0,forward_2026_0420_0428,-3.9062694545677346e-07,0.00021942495889915037,-5.371093749984013e-06,0.005155468749999947,-6.152338943521407e-06,-0.002889093509735652,0.0018833002783070405,0.0,0.0018833002783070405
26,2026-04-20 02:10:00+00:00,9999.880859375,10033.787109375,9978.834618350447,-4.403682300691637e-05,-6.543003893087317e-06,1.2890612411511317e-05,0.0022761201858520507,0.0017587810289114714,-0.0037201752810654236,2.2761324111726185e-07,False,74544.890625,0.0,0.0,-0.16410303115844727,2276.1201171875,0.009246264584362507,21.04560882930582,1.0,forward_2026_0420_0428,-6.543003893133559e-06,-0.0017676447751008295,-1.1914062500006928e-05,0.0033787109375000846,-1.269530258174445e-05,-0.004651631393789213,0.0021045859570992115,0.0,0.0021045859570992115
27,2026-04-20 02:15:00+00:00,9999.8955078125,10027.26953125,9976.554390351952,9.513709943703752e-06,1.4648612024479197e-06,1.1425770092021395e-05,0.0022779500484466555,0.0017577398102730513,0.0008333775310556864,2.2779771884092517e-07,False,74388.6015625,0.0,0.0,-0.03054351918399334,2277.949951171875,0.01024626474827528,23.340478283027778,1.0,forward_2026_0420_0428,1.4648612023382412e-06,-0.0006495631264600288,-1.0449218750041567e-05,0.0027269531250000423,-1.1230459976196983e-05,-0.005298172992017958,0.002334072217533957,0.0,0.002334072217533957
28,2026-04-20 02:20:00+00:00,9999.8876953125,10026.19140625,9974.274652793587,-5.532820018323204e-06,-7.81258163537451e-07,1.2207019329082687e-05,0.0022774600982666017,0.0017506092553958297,-0.00044627783685209367,2.2774838961940326e-07,False,74388.6015625,0.0,0.0,-0.27446508407592773,2277.4599609375,0.011246264912188053,25.61291804760458,1.0,forward_2026_0420_0428,-7.812581634958349e-07,-0.00010751929990915343,-1.123046874995648e-05,0.002619140625000016,-1.2011709365822298e-05,-0.005405122636076176,0.0025613205695910737,0.0,0.0025613205695910737
29,2026-04-20 02:25:00+00:00,9999.896484375,10028.4130859375,9971.99390428418,5.634238962823273e-06,8.789161206400268e-07,1.1328113937388733e-05,0.0022784700393676757,0.0017439457587897778,0.0005039812974664352,2.2784956279416223e-07,False,74388.6015625,0.0,0.0,0.5889374017715454,2278.469970703125,0.012246265076100826,27.902747229166152,1.0,forward_2026_0420_0428,8.789161205502438e-07,0.00022158759966561803,-1.0351562499955058e-05,0.0028413085937499805,-1.1132803802493818e-05,-0.005184732744561327,0.002790303606918796,0.0,0.002790303606918796
