step,datetime,portfolio_value,benchmark_value,cash,reward,portfolio_return,drawdown,total_fees,rolling_volatility,risk_adjusted_return,cost_penalty,risk_halted,price_btc_usdt,holding_btc_usdt,position_value_btc_usdt,action_btc_usdt,price_eth_usdt,holding_eth_usdt,position_value_eth_usdt,action_eth_usdt,label,agent_return,benchmark_return,agent_cumulative_return,benchmark_cumulative_return,agent_drawdown,benchmark_drawdown,gross_exposure,exposure_btc_usdt,exposure_eth_usdt
394,2026-04-21 08:50:00+00:00,10002.0556640625,10273.716796875,9613.065545249272,-0.0006428984120460944,-8.269100548357544e-05,0.00019991891960223553,0.0006676176786422729,0.0014773509465157986,-0.055914106943726276,6.674252724504493e-08,False,76553.25,0.0,0.0,-1.0,2323.6201171875,0.16740696132183075,388.99018308463565,0.2873179018497467,forward_2026_0420_0428,-8.269100548352615e-05,-0.0017414014979924008,0.00020556640624991296,0.027371679687500095,-0.00019972372527499171,-0.0025529021318619893,0.038891023620502514,0.0,0.038891023620502514
395,2026-04-21 08:55:00+00:00,10001.6884765625,10263.09375,9612.479458792735,-0.00028618677726518295,-3.671120340984593e-05,0.00023662278374795846,0.0005855009555816651,0.00147859170101583,-0.024823392187449812,5.853806209911196e-08,False,76467.171875,0.0,0.0,-1.0,2321.429931640625,0.16765917837619781,389.20903499678025,0.2522156536579132,forward_2026_0420_0428,-3.671120340986711e-05,-0.0010340023075418037,0.0001688476562500263,0.02630937500000008,-0.00023642759658659696,-0.003584264732708564,0.038914332905772356,0.0,0.038914332905772356
396,2026-04-21 09:00:00+00:00,10001.6064453125,10257.8046875,9611.655744725813,-6.495886339549125e-05,-8.20174015539759e-06,0.00024482258318476893,0.0008228911757469177,0.001479088794440031,-0.0055450735098574126,8.227522559568251e-08,False,76404.3984375,0.0,0.0,-1.0,2320.949951171875,0.16801372170448303,389.9514391862249,0.3545492887496948,forward_2026_0420_0428,-8.201740155366899e-06,-0.0005153477722056321,0.00016064453125008704,0.025780468750000063,-0.0002446273976242086,-0.004097765362069183,0.03898888056817965,0.0,0.03898888056817965
397,2026-04-21 09:05:00+00:00,10001.8251953125,10261.25390625,9609.331162324299,0.000170033046601983,2.187148646530904e-05,0.0002229564513532744,0.0023222601413726805,0.0014627831988036633,0.014950853110773044,2.3218871429009937e-07,False,76412.828125,0.0,0.0,-0.7564910054206848,2322.260009765625,0.16901372373104095,392.4938117221718,1.0,forward_2026_0420_0428,2.18714864652636e-05,0.00033625311215002007,0.00018251953124992504,0.026125390625000078,-0.00022276126152376285,-0.0037628901362748435,0.03924221870085469,0.0,0.03924221870085469
398,2026-04-21 09:10:00+00:00,10002.3125,10268.9716796875,9608.390250309218,0.00038140858043834254,4.8721576110766504e-05,0.00017424573803222188,0.0009399720430374145,0.0014597083209082484,0.033365221306884595,9.39800511088662e-08,False,76433.0234375,0.0,0.0,-0.6299912333488464,2325.14990234375,0.16941799223423004,393.9222280986942,0.4042629599571228,forward_2026_0420_0428,4.87215761106885e-05,0.0007521277134365789,0.00023124999999990514,0.02689716796874997,-0.00017405053869279374,-0.003013592596792458,0.03938311546441827,0.0,0.03938311546441827
399,2026-04-21 09:15:00+00:00,10002.2939453125,10275.392578125,9607.311657072176,-1.5545688057098074e-05,-1.8550397720527129e-06,0.00017610045457150045,0.001077515721321106,0.0014603822492063046,-0.001270241935184595,1.0772666034190652e-07,False,76531.4765625,0.0,0.0,-0.4631359577178955,2325.050048828125,0.1698814332485199,394.98283466946305,0.46343764662742615,forward_2026_0420_0428,-1.8550397720140666e-06,0.0006252718030375082,0.00022939453124992681,0.027539257812499995,-0.00017590525559418868,-0.0023902051082314024,0.03948922485472133,0.0,0.03948922485472133
400,2026-04-21 09:20:00+00:00,10002.7421875,10275.033203125,9604.981629233946,0.00035034195381437427,4.48139386775436e-05,0.0001312944076489291,0.002327700138092041,0.0014620559522882104,0.030641720380496226,2.327166298869771e-07,False,76439.7578125,0.0,0.0,0.4737423360347748,2327.699951171875,0.17088143527507782,397.76070854597856,1.0,forward_2026_0420_0428,4.48139386775015e-05,-3.497433283128348e-05,0.0002742187499999993,0.027503320312499913,-0.00013109919992393415,-0.00242509584523376,0.03976516650034659,0.0,0.03976516650034659
401,2026-04-21 09:25:00+00:00,10001.576171875,10243.123046875,9602.658418394198,-0.0009074233820834565,-0.00011656959693084162,0.0002478486996435918,0.002320889949798584,0.0014736463781446218,-0.07893825162851237,2.3202536927312803e-07,False,76188.703125,0.0,0.0,0.16222447156906128,2320.889892578125,0.17188143730163574,398.9178905551671,1.0,forward_2026_0420_0428,-0.0001165695969308489,-0.003105601278280523,0.0001576171874999588,0.024312304687500008,-0.00024765351467392893,-0.005523165742757463,0.03988550241480406,0.0,0.03988550241480406
402,2026-04-21 09:30:00+00:00,10001.861328125,10251.3876953125,9600.33353576218,0.00022054437678857854,2.8511131155694797e-05,0.00021934463493467933,0.0023225600719451907,0.0014743098290637136,0.01933621882129821,2.3221940542495308e-07,False,76256.7734375,0.0,0.0,0.6011455059051514,2322.56005859375,0.17288143932819366,401.5275258558613,1.0,forward_2026_0420_0428,2.851113115576176e-05,0.0008068484972483247,0.0001861328124999062,0.025138769531249938,-0.00021914944440004636,-0.00472077360348877,0.04014528023166801,0.0,0.04014528023166801
403,2026-04-21 09:35:00+00:00,10002.1884765625,10250.99609375,9598.235691589225,0.000254802458568299,3.2708755577331014e-05,0.00018664305384739958,0.0020957484245300293,0.0014649633085355163,0.022323645410116257,2.0953584095760593e-07,False,76188.703125,0.0,0.0,0.12541301548480988,2324.469970703125,0.1737830489873886,403.95347878841494,0.9016026854515076,forward_2026_0420_0428,3.270875557737085e-05,-3.8199858803378284e-05,0.00021884765624990976,0.025099609374999998,-0.0001864478569283401,-0.0047587931294070795,0.04038650938591827,0.0,0.04038650938591827
404,2026-04-21 09:40:00+00:00,10002.1875,10259.20703125,9595.908897076,-1.9308842123995144e-06,-9.763488283472338e-08,0.00018674067050736162,0.002324470043182373,0.0014634625986218452,-6.671498320613929e-05,2.3239614496658983e-07,False,76310.4296875,0.0,0.0,0.13541728258132935,2324.469970703125,0.17478305101394653,406.2779534697911,1.0,forward_2026_0420_0428,-9.763488284519894e-08,0.0008009892331346524,0.00021874999999993427,0.025920703124999944,-0.00018654547360730245,-0.00396161563833175,0.04061890996042527,0.0,0.04061890996042527
405,2026-04-21 09:45:00+00:00,10002.4755859375,10263.888671875,9593.580431009163,0.00022457556261090795,2.880229324835192e-05,0.00015794375581856303,0.0023261399269104005,0.001463375287130475,0.019679555126115748,2.3256311950864754e-07,False,76325.3984375,0.0,0.0,0.1287594586610794,2326.139892578125,0.17578305304050446,408.8959721166939,1.0,forward_2026_0420_0428,2.8802293248419986e-05,0.00045633552483526074,0.0002475585937500302,0.02638886718750011,-0.0001577485532964218,-0.0035070879394478727,0.040879477145793944,0.0,0.040879477145793944
406,2026-04-21 09:50:00+00:00,10002.4736328125,10265.078125,9591.251964942325,-2.554063239886625e-06,-1.9526416067897255e-07,0.0001581389891384871,0.0023261399269104005,0.0014620530419051647,-0.00013355477121648139,2.3255642135040302e-07,False,76343.0234375,0.0,0.0,0.17030857503414154,2326.139892578125,0.17678305506706238,411.22211672332924,1.0,forward_2026_0420_0428,-1.9526416072945807e-07,0.00011588718107002904,0.0002473632812500792,0.026507812500000005,-0.00015794378665445752,-0.003391607184912937,0.0411120420627094,0.0,0.0411120420627094
407,2026-04-21 09:55:00+00:00,10002.4716796875,10268.263671875,9588.923498875487,-2.5556299992506157e-06,-1.9526419880707242e-07,0.00015833422245841117,0.0023261399269104005,0.0014614071696996689,-0.00013361382213911412,2.325564667603463e-07,False,76390.2421875,0.0,0.0,0.13795335590839386,2326.139892578125,0.1777830570936203,413.5482613299646,1.0,forward_2026_0420_0428,-1.9526419881010781e-07,0.0003103285563157421,0.0002471679687499062,0.026826367187499978,-0.00015813902001249325,-0.003082331141158412,0.04134460707044809,0.0,0.04134460707044809
408,2026-04-21 10:00:00+00:00,10002.69921875,10271.71875,9586.593741435636,0.00017760154561993137,2.274828360294931e-05,0.00013558954068725837,0.002327430009841919,0.0014603155432268977,0.015576389520900296,2.3268548858462084e-07,False,76399.40625,0.0,0.0,-0.314260333776474,2327.429931640625,0.17878305912017822,416.1050430665782,1.0,forward_2026_0420_0428,2.2748283603046815e-05,0.00033648124312035677,0.00026992187499996767,0.027171875000000068,-0.0001353943338008312,-0.002746887044652202,0.04159927575214816,0.0,0.04159927575214816
409,2026-04-21 10:05:00+00:00,10003.181640625,10284.859375,9584.261271181691,0.0003787958188095078,4.822916939216797e-05,8.736691066601602e-05,0.0023301401138305666,0.0014555018860846758,0.033123643510344636,2.3295113277651426e-07,False,76505.8828125,0.0,0.0,0.05068710446357727,2330.139892578125,0.17978306114673615,418.91968278782224,1.0,forward_2026_0420_0428,4.8229169392177695e-05,0.0012793014800955849,0.00031816406250007034,0.028485937499999947,-8.717169436489591e-05,-0.0014710996612185001,0.041878643999275426,0.0,0.041878643999275426
410,2026-04-21 10:10:00+00:00,10002.724609375,10274.455078125,9582.062074870932,-0.00036021068313879875,-4.568858853306243e-05,0.00013305150752824564,0.0021969993114471435,0.0014562559081241488,-0.031363720701534016,2.1963005275488277e-07,False,76434.109375,0.0,0.0,-0.22538118064403534,2327.610107421875,0.18072694540023804,420.6618647970754,0.9438862800598145,forward_2026_0420_0428,-4.5688588533043806e-05,-0.001011612944391893,0.00027246093749999645,0.027445507812499992,-0.0001328563001462557,-0.0024812244221505964,0.0420547282090334,0.0,0.0420547282090334
411,2026-04-21 10:15:00+00:00,10002.8701171875,10283.6513671875,9580.142694463002,0.00011374054704630041,1.4546817810381741e-05,0.00011850662519390329,0.0019174629449844362,0.0014549540355801582,0.009997795642724185,1.9169406535368416e-07,False,76543.7109375,0.0,0.0,0.18151825666427612,2328.429931640625,0.18155044317245483,422.7274859853642,0.8235003352165222,forward_2026_0420_0428,1.4546817810323631e-05,0.0008950634357318688,0.0002870117187498966,0.028365136718750072,-0.00011831141497231634,-0.0015883818396748017,0.042260619305554095,0.0,0.042260619305554095
412,2026-04-21 10:20:00+00:00,10003.2578125,10290.1064453125,9579.238600659597,0.00030485487211557205,3.875840713295276e-05,7.975281118897776e-05,0.0009031906127929687,0.001453538192436099,0.026658552218465248,9.029314608824674e-08,False,76569.640625,0.0,0.0,0.677057683467865,2330.570068359375,0.18193797767162323,424.0192050593214,0.3875406086444855,forward_2026_0420_0428,3.8758407132855055e-05,0.0006277029329870842,0.00032578124999993463,0.029010644531249907,-7.955759340139146e-05,-0.0009616759386271712,0.04238811125406265,0.0,0.04238811125406265
413,2026-04-21 10:25:00+00:00,10002.9443359375,10284.0546875,9578.236180650461,-0.00024748407086424987,-3.133744709731283e-05,0.00011108775903678909,0.0010014185905456543,0.0014540089759975672,-0.021549107572641356,1.0010924533948218e-07,False,76536.0,0.0,0.0,0.42449674010276794,2328.85009765625,0.1823679804801941,424.7076891506731,0.43000558018684387,forward_2026_0420_0428,-3.133744709726827e-05,-0.0005881142089891878,0.000294433593750032,0.02840546874999994,-0.0001108925473667366,-0.0015492245723325304,0.042458267774702005,0.0,0.042458267774702005
414,2026-04-21 10:30:00+00:00,10002.9423828125,10284.4619140625,9576.45404305159,-2.279676906289204e-06,-1.9525501036560035e-07,0.00011128299235671314,0.0017803572416305543,0.0014463081024587154,-0.00013500236142454866,1.7798331989455132e-07,False,76542.03125,0.0,0.0,1.0,2328.85009765625,0.18313245475292206,426.4880351353713,0.7644790410995483,forward_2026_0420_0428,-1.952550103823114e-07,3.9597860462148304e-05,0.000294238281250081,0.028446191406249932,-0.00011108778072477232,-0.0015096880578487903,0.04263625829417772,0.0,0.04263625829417772
415,2026-04-21 10:35:00+00:00,10002.861328125,10283.515625,9574.26078404962,-6.49546961683081e-05,-8.103084512340265e-06,0.00011938517513356155,0.002191067934036255,0.0014460438396781683,-0.005603564343753886,2.190423427611705e-07,False,76542.03125,0.0,0.0,0.6404398083686829,2328.419921875,0.18407346308231354,428.6003185293812,0.941010594367981,forward_2026_0420_0428,-8.103084512378622e-06,-9.201152869320328e-05,0.0002861328124998952,0.028351562499999927,-0.00011918996508353263,-0.0016015606778360114,0.04284777169951238,0.0,0.04284777169951238
416,2026-04-21 10:40:00+00:00,10003.8486328125,10300.11328125,9572.30514400672,0.0007785541000289366,9.870222680424448e-05,2.0694731911950164e-05,0.0019536863565444945,0.0014489413006231189,0.06801506596345197,1.953127502678982e-07,False,76612.671875,0.0,0.0,0.3413061201572418,2333.800048828125,0.1849105954170227,431.54435661308526,0.8371266722679138,forward_2026_0420_0428,9.87022268041926e-05,0.001614006032105486,0.0003848632812499808,0.03001132812500007,-2.049950259419564e-05,0.0,0.04313783349316433,0.0,0.04313783349316433
417,2026-04-21 10:45:00+00:00,10004.173828125,10311.5380859375,9572.899671578993,0.000256522593679985,3.250702049143001e-05,9.7615497436373e-08,0.0005951226949691773,0.0014504741411656141,0.022407555064026332,5.948937422115546e-08,False,76724.6796875,0.0,0.0,-0.10762889683246613,2335.56005859375,0.1846557855606079,431.27467734360835,-0.2548094093799591,forward_2026_0420_0428,3.2507020491401306e-05,0.0011091921394978943,0.0004173828125000334,0.031153808593749943,0.0,0.0,0.04310947458061498,0.0,0.04310947458061498
418,2026-04-21 10:50:00+00:00,10003.890625,10309.28515625,9571.856117843021,-0.00022366067777340024,-2.8308497019896188e-05,2.8406109753984542e-05,0.0010425112247467042,0.0014507453888654709,-0.019510594257673233,1.0420762800181107e-07,False,76741.171875,0.0,0.0,-0.25106459856033325,2334.030029296875,0.1851024478673935,432.0346718188557,0.44665712118148804,forward_2026_0420_0428,-2.8308497019846612e-05,-0.0002184862887305572,0.00038906250000003695,0.030928515625000097,-2.8308497019846612e-05,-0.0002184862887305572,0.04318666487008455,0.0,0.04318666487008455
419,2026-04-21 10:55:00+00:00,10003.8212890625,10309.2861328125,9569.615691626657,-5.510503737693016e-05,-6.930897197808977e-06,3.533681007196703e-05,0.002238188028335571,0.0014507649466395378,-0.004777372437156457,2.2373175719677274e-07,False,76752.921875,0.0,0.0,1.0,2333.669921875,0.1860615313053131,434.2061992252129,0.9590851068496704,forward_2026_0420_0428,-6.930897197832131e-06,9.472649997732674e-08,0.00038212890625000107,0.030928613281250072,-3.5239198014402895e-05,-0.00021839158292702443,0.0434040339864872,0.0,0.0434040339864872
420,2026-04-21 11:00:00+00:00,10003.322265625,10300.0703125,9568.18650433897,-0.0003952980161538305,-4.988328190604508e-05,8.521832926195362e-05,0.0014277595281600953,0.001445964677259326,-0.034484592118663775,1.427214148378591e-07,False,76703.65625,0.0,0.0,1.0,2330.989990234375,0.18667404353618622,435.135326919426,0.6125120520591736,forward_2026_0420_0428,-4.9883281906026866e-05,-0.0008939338954971898,0.0003322265625000931,0.030007031250000038,-8.512072207367272e-05,-0.0011121302507857145,0.04349908114174297,0.0,0.04349908114174297
421,2026-04-21 11:05:00+00:00,10002.603515625,10285.8095703125,9566.38724823164,-0.0005705383654466732,-7.185112914635197e-05,0.00015706333537512417,0.0017974586486816406,0.0014424060937017202,-0.049772223345509556,1.796861683501243e-07,False,76617.4375,0.0,0.0,1.0,2327.14990234375,0.18744643032550812,436.21594202669075,0.7723862528800964,forward_2026_0420_0428,-7.185112914631642e-05,-0.0013845286250321331,0.0002603515624999275,0.028580957031250076,-0.00015696573519996537,-0.0024951190996508332,0.043610240208489796,0.0,0.043610240208489796
422,2026-04-21 11:10:00+00:00,10000.83203125,10253.9375,9564.06722036027,-0.00139066842342,-0.00017710232863201827,0.00033413784772470475,0.0023177101612091066,0.0014544647419825196,-0.12116636948594776,2.3171068988075226e-07,False,76452.6875,0.0,0.0,1.0,2317.7099609375,0.18844643235206604,436.7641733655182,1.0,forward_2026_0420_0428,-0.00017710232863199504,-0.003098644797439265,8.32031249999865e-05,0.025393750000000104,-0.00033404026483474514,-0.005586032409273023,0.04367278362447682,0.0,0.04367278362447682
423,2026-04-21 11:15:00+00:00,10000.8291015625,10250.67578125,9561.7471924889,-4.211671698147328e-06,-2.9294437611245624e-07,0.0003344306942170139,0.0023177101612091066,0.001453946577385068,-0.00020148221172973556,2.3175173365244662e-07,False,76404.34375,0.0,0.0,1.0,2317.7099609375,0.18944643437862396,439.0818880234292,1.0,forward_2026_0420_0428,-2.929443760901762e-07,-0.0003180942686651367,8.291015625006004e-05,0.025067578125000045,-0.0003343331113556669,-0.005902349793044159,0.04390454866935266,0.0,0.04390454866935266
424,2026-04-21 11:20:00+00:00,10003.021484375,10296.794921875,9559.415573047152,0.0016913678669451095,0.0002192201056767852,0.00011528390247235652,0.0023292901515960694,0.0014774729497730732,0.14729570904852657,2.329097045796081e-07,False,76710.5234375,0.0,0.0,1.0,2329.2900390625,0.19044643640518188,443.60498729354003,1.0,forward_2026_0420_0428,0.0002192201056767651,0.004499131726452443,0.0003021484375000938,0.0296794921875001,-0.00011518629821893889,-0.0014297735158061986,0.04434709932258603,0.0,0.04434709932258603
425,2026-04-21 11:25:00+00:00,10002.4912109375,10290.703125,9557.086726322403,-0.0004125829669259005,-5.3011326460540144e-05,0.00016828911758030705,0.0023265202045440673,0.0014780742349103093,-0.03584976131312156,2.3258174624318834e-07,False,76710.5234375,0.0,0.0,1.0,2326.52001953125,0.1914464384317398,445.40397167939955,1.0,forward_2026_0420_0428,-5.301132646051698e-05,-0.000591620685972738,0.00024912109375008207,0.02907031250000003,-0.0001681915185010041,-0.0020205483181906514,0.044529303979028774,0.0,0.044529303979028774
426,2026-04-21 11:30:00+00:00,10002.48828125,10290.21484375,9554.757879597653,-3.350204242350749e-06,-2.9289578348206417e-07,0.00016858196407261618,0.0023265202045440673,0.0014779246412217617,-0.00019818045621419015,2.3259407636370322e-07,False,76703.2734375,0.0,0.0,0.503300130367279,2326.52001953125,0.19244644045829773,447.7304964137584,1.0,forward_2026_0420_0428,-2.928957835157675e-07,-4.744877430329364e-05,0.00024882812499993356,0.029021484375000073,-0.00016848436502181485,-0.002067901219952817,0.04476191161883631,0.0,0.04476191161883631
427,2026-04-21 11:35:00+00:00,10002.4853515625,10283.7626953125,9552.429032872904,-3.3508835285360803e-06,-2.928958692700293e-07,0.00016887481056492528,0.0023265202045440673,0.0014785107923671603,-0.00019810194619518772,2.3259414448954742e-07,False,76607.6328125,0.0,0.0,1.0,2326.52001953125,0.19344644248485565,450.0570211481172,1.0,forward_2026_0420_0428,-2.92895869224985e-07,-0.0006270178548719585,0.0002485351562500071,0.028376269531249942,-0.00016877721154273662,-0.0026936224638377526,0.044994519394903516,0.0,0.044994519394903516
428,2026-04-21 11:40:00+00:00,10002.046875,10268.7939453125,9550.102448377836,-0.00034100050606014203,-4.383676127368735e-05,0.00021270416891385675,0.0023242602348327638,0.0014812006847932935,-0.029586785567008684,2.3236827179853738e-07,False,76459.3984375,0.0,0.0,1.0,2324.260009765625,0.19444644451141357,451.9440950189892,1.0,forward_2026_0420_0428,-4.383676127373004e-05,-0.0014555713160148143,0.00020468749999991154,0.02687939453124999,-0.00021260657417010442,-0.004145273020258022,0.04518516066432544,0.0,0.04518516066432544
429,2026-04-21 11:45:00+00:00,10002.0439453125,10268.59765625,9547.775863882769,-3.571265664901577e-06,-2.9290879523097616e-07,0.00021299701540616588,0.0023242602348327638,0.0014785955427214503,-0.0001980993334122223,2.3237845851754858e-07,False,76456.4921875,0.0,0.0,0.9575554728507996,2324.260009765625,0.1954464465379715,454.26835973900234,1.0,forward_2026_0420_0428,-2.929087952185938e-07,-1.9115103832567648e-05,0.00020439453124998508,0.02685976562500003,-0.0002128994206910262,-0.0041643088867664435,0.045417552874469934,0.0,0.045417552874469934
430,2026-04-21 11:50:00+00:00,10001.4892578125,10262.3642578125,9545.452112484922,-0.0004317207084901111,-5.5457414807696046e-05,0.00026844261795002576,0.002321429967880249,0.0014793990412726998,-0.03746889850349396,2.3209555772529843e-07,False,76456.34375,0.0,0.0,1.0,2321.429931640625,0.19644644856452942,456.0366656621991,1.0,forward_2026_0420_0428,-5.54574148077247e-05,-0.0006070350252457279,0.00014892578124992006,0.02623642578124996,-0.0002683450286472544,-0.0047688160306619265,0.04559687601583669,0.0,0.04559687601583669
431,2026-04-21 11:55:00+00:00,10001.07421875,10259.921875,9543.130462939253,-0.00032372468667014165,-4.1497726168710225e-05,0.0003099292043604843,0.0023193302154541017,0.0014793197624385357,-0.02804454159937468,2.3189848588222946e-07,False,76488.59375,0.0,0.0,1.0,2319.330078125,0.19744645059108734,457.94349167493056,1.0,forward_2026_0420_0428,-4.149772616868219e-05,-0.00023799416500347448,0.0001074218749999023,0.025992187499999986,-0.00030983161910747015,-0.0050056752452761755,0.04578943038102634,0.0,0.04578943038102634
432,2026-04-21 12:00:00+00:00,10001.0869140625,10253.087890625,9540.80873344349,8.076737163446479e-06,1.2693948892208844e-06,0.00030866020289381144,0.0023194100856781005,0.00147903966717422,0.0008582559384400619,2.3191609570596665e-07,False,76384.671875,0.0,0.0,0.9389770030975342,2319.409912109375,0.19844645261764526,460.27866922430985,1.0,forward_2026_0420_0428,1.2693948892028573e-06,-0.0006660854203629496,0.00010869140625002771,0.025308789062499892,-0.0003085626175168832,-0.005668426458339204,0.04602286463255442,0.0,0.04602286463255442
433,2026-04-21 12:05:00+00:00,10001.0849609375,10257.51171875,9538.487003947726,-3.2944602437326736e-06,-1.952912735168531e-07,0.0003088554338886842,0.0023194100856781005,0.001476151286624372,-0.00013229759994591657,2.3191580131323373e-07,False,76450.2734375,0.0,0.0,1.0,2319.409912109375,0.19944645464420319,462.59808383683776,1.0,forward_2026_0420_0428,-1.9529127348594244e-07,0.00043146300628560397,0.00010849609375007674,0.02575117187500009,-0.000308757848530794,-0.005239409168374176,0.04625478991966027,0.0,0.04625478991966027
434,2026-04-21 12:10:00+00:00,10001.02734375,10245.796875,9536.165554873935,-4.65166323070342e-05,-5.761093693838491e-06,0.0003146147482374302,0.0023191299438476564,0.0014790704008191824,-0.0038950577036548123,2.3188783546043004e-07,False,76285.7109375,0.0,0.0,1.0,2319.1298828125,0.2004464566707611,464.86136756904307,1.0,forward_2026_0420_0428,-5.761093693879005e-06,-0.0011420746152877026,0.00010273437499996874,0.024579687499999947,-0.00031451716344177427,-0.006375499987451461,0.046481361523279065,0.0,0.046481361523279065
435,2026-04-21 12:15:00+00:00,10000.203125,10237.919921875,9533.848209745875,-0.0006411927705097162,-8.241340831000565e-05,0.000397002228073729,0.002315030097961426,0.0014792262809351087,-0.05565628718304197,2.314792289222338e-07,False,76302.609375,0.0,0.0,0.15593436360359192,2315.030029296875,0.20144645869731903,466.3546011798062,1.0,forward_2026_0420_0428,-8.241340831005584e-05,-0.0007687984859645614,2.031250000000817e-05,0.023791992187500055,-0.00039690465132036223,-0.007139396998678382,0.046634512854438266,0.0,0.046634512854438266
436,2026-04-21 12:20:00+00:00,10000.203125,10239.5185546875,9533.848209745875,-1.985011140368645e-06,0.0,0.000397002228073729,0.0,0.0014778794720768929,0.0,0.0,False,76326.3125,0.0,0.0,0.05039618909358978,2315.030029296875,0.20144645869731903,466.3546011798062,0.08413092792034149,forward_2026_0420_0428,0.0,0.00015614820439102672,2.031250000000817e-05,0.023951855468749894,-0.00039690465132036223,-0.006984363598309118,0.046634512854438266,0.0,0.046634512854438266
437,2026-04-21 12:25:00+00:00,10000.201171875,10239.5185546875,9535.107465158215,-3.630778657826396e-06,-1.9530853279542759e-07,0.0003971974590686017,0.0012605159282684326,0.0014757710741832852,-0.00013234337972320876,1.260490324558715e-07,False,76326.3125,0.0,0.0,0.1167481541633606,2315.030029296875,0.20090197026729584,465.0940941136978,-0.544492244720459,forward_2026_0420_0428,-1.9530853279103866e-07,0.0,2.01171875000572e-05,0.023951855468749894,-0.00039709988233427307,-0.006984363598309118,0.04650847379168217,0.0,0.04650847379168217
438,2026-04-21 12:30:00+00:00,10000.19921875,10251.234375,9537.420180226078,-3.736878578408033e-06,-1.9530857094085801e-07,0.00039739269006347445,0.002315030097961426,0.001476134522818029,-0.00013231082044494274,2.3149835270037537e-07,False,76500.0,0.0,0.0,1.0,2315.030029296875,0.19990196824073792,462.77905939285847,-1.0,forward_2026_0420_0428,-1.953085709827107e-07,0.0011441768721769385,1.9921875000106226e-05,0.025123437500000012,-0.0003972951133481839,-0.005848178073428301,0.04627698401499492,0.0,0.04627698401499492
439,2026-04-21 12:35:00+00:00,9998.935546875,10216.359375,9539.518469079008,-0.0009781462206271928,-0.00012636467007883827,0.0005237071437461412,0.0021003892421722413,0.0014848938444629312,-0.08489529800896925,2.1003473993138956e-07,False,76188.703125,0.0,0.0,1.0,2308.719970703125,0.19899220764636993,459.41728380747736,-0.909763514995575,forward_2026_0420_0428,-0.0001263646700788712,-0.0034020293287850834,-0.00010644531250003642,0.021635937499999924,-0.0005236095793611506,-0.009230311728887552,0.04594661918298499,0.0,0.04594661918298499
440,2026-04-21 12:40:00+00:00,9996.91015625,10167.6455078125,9539.518469079008,-0.0015395872513209354,-0.0002025606241289356,0.0007261616854291787,0.0,0.0015100872842594981,-0.1333395818764854,0.0,False,75798.3984375,0.0,0.0,1.0,2298.5400390625,0.19899220764636993,457.39155673662026,0.057965412735939026,forward_2026_0420_0428,-0.0002025606241289335,-0.004768221770536485,-0.00030898437500004317,0.016764550781249943,-0.0007260641408068924,-0.013954521326089653,0.04575329272621923,0.0,0.04575329272621923
441,2026-04-21 12:45:00+00:00,9996.625,10167.4765625,9539.016320973447,-0.00022169392454817128,-2.852443860583485e-05,0.0007546654106805996,0.0005016464591026306,0.0015062917955219746,-0.018934597873814064,5.018015079279318e-08,False,75842.5078125,0.0,0.0,1.0,2297.110107421875,0.19921058416366577,457.60864638777275,0.21838152408599854,forward_2026_0420_0428,-2.8524438605792568e-05,-1.661597194457798e-05,-0.0003374999999999906,0.016747656249999965,-0.0007545678688406499,-0.013970905430099267,0.04577631414480115,0.0,0.04577631414480115
442,2026-04-21 12:50:00+00:00,9998.6162109375,10191.02734375,9537.56406605499,0.0015026743289167457,0.00019918831980793517,0.0005556274114078352,0.001450804114341736,0.0015159868635237217,0.1306409275558454,1.451293926041775e-07,False,75865.6328125,0.0,0.0,1.0,2307.110107421875,0.19983942806720734,461.0515643552608,0.6288403868675232,forward_2026_0420_0428,0.0001991883198080302,0.002316285767194337,-0.00013837890625001403,0.019102734375000097,-0.0005555298501387362,-0.011686980272307634,0.046111537299623105,0.0,0.046111537299623105
443,2026-04-21 12:55:00+00:00,9999.5673828125,10212.5078125,9536.028374979547,0.0007177388572297425,9.513035153399646e-05,0.0004605499169048078,0.0015341569185256959,0.001519943936727941,0.06250646922045563,1.534369242863307e-07,False,76028.5703125,0.0,0.0,0.853351354598999,2311.8798828125,0.20050302147865295,463.53890179962036,0.6635971069335938,forward_2026_0420_0428,9.513035153396743e-05,0.0021077824664237355,-4.3261718750020606e-05,0.021250781250000017,-0.00046045234635461174,-0.009603831417987374,0.04635589561568056,0.0,0.04635589561568056
444,2026-04-21 13:00:00+00:00,9998.2177734375,10198.861328125,9537.612633413604,-0.001022269166789908,-0.00013496677639472098,0.0005954545343618753,0.0015858442783355713,0.0015224998351186514,-0.08841665264346125,1.585912887652879e-07,False,76045.359375,0.0,0.0,-0.020425288006663322,2305.159912109375,0.1998150646686554,460.60567690972675,-0.6879541277885437,forward_2026_0420_0428,-0.0001349667763946849,-0.0013362520377508957,-0.00017822265625000444,0.019886132812499957,-0.0005953569769805434,-0.010927250316435821,0.04606877819099207,0.0,0.04606877819099207
