timestamp,open,high,low,close,volume,datetime,symbol
1777135800000,77395.95,77395.95,77395.95,77395.95,0.00023,2026-04-25 16:50:00+00:00,BTC/USDT
1777136100000,77387.18,77387.18,77387.18,77387.18,0.00129,2026-04-25 16:55:00+00:00,BTC/USDT
1777136400000,77387.18,77390.12,77387.18,77390.12,0.00996,2026-04-25 17:00:00+00:00,BTC/USDT
1777136700000,77365.95,77373.17,77352.95,77373.17,0.0044,2026-04-25 17:05:00+00:00,BTC/USDT
1777137000000,77347.88,77369.42,77347.88,77350.52,0.00311,2026-04-25 17:10:00+00:00,BTC/USDT
1777137300000,77342.59,77342.59,77320.26,77320.32,0.03254,2026-04-25 17:15:00+00:00,BTC/USDT
1777137600000,77336.61,77336.62,77336.61,77336.62,0.00516,2026-04-25 17:20:00+00:00,BTC/USDT
1777137900000,77398.6,77412.97,77398.6,77412.97,0.0001,2026-04-25 17:25:00+00:00,BTC/USDT
1777138200000,77335.25,77344.07,77300.0,77300.0,0.13162,2026-04-25 17:30:00+00:00,BTC/USDT
1777138500000,77303.83,77342.82,77303.83,77342.82,0.00035,2026-04-25 17:35:00+00:00,BTC/USDT
1777138800000,77330.47,77330.47,77329.82,77329.82,0.00292,2026-04-25 17:40:00+00:00,BTC/USDT
1777139100000,77311.12,77311.13,77311.12,77311.13,0.00645,2026-04-25 17:45:00+00:00,BTC/USDT
1777139400000,77260.58,77260.58,77260.58,77260.58,5e-05,2026-04-25 17:50:00+00:00,BTC/USDT
1777139700000,77261.97,77261.98,77250.43,77250.43,0.01,2026-04-25 17:55:00+00:00,BTC/USDT
1777140000000,77239.16,77242.81,77239.16,77242.81,0.01316,2026-04-25 18:00:00+00:00,BTC/USDT
1777140300000,77242.81,77242.81,77242.81,77242.81,0.0,2026-04-25 18:05:00+00:00,BTC/USDT
1777140600000,77261.51,77299.68,77261.51,77296.47,0.00748,2026-04-25 18:10:00+00:00,BTC/USDT
1777140900000,77296.47,77296.47,77296.47,77296.47,0.0,2026-04-25 18:15:00+00:00,BTC/USDT
1777141200000,77275.03,77303.58,77275.03,77303.58,0.00753,2026-04-25 18:20:00+00:00,BTC/USDT
1777141500000,77307.38,77323.48,77287.02,77318.11,0.00374,2026-04-25 18:25:00+00:00,BTC/USDT
1777141800000,77323.48,77397.49,77323.48,77397.49,0.00024,2026-04-25 18:30:00+00:00,BTC/USDT
1777142100000,77387.58,77402.18,77367.38,77367.38,0.00054,2026-04-25 18:35:00+00:00,BTC/USDT
1777142400000,77362.74,77362.74,77329.96,77329.96,0.00052,2026-04-25 18:40:00+00:00,BTC/USDT
1777142700000,77353.87,77353.87,77353.07,77353.08,0.00344,2026-04-25 18:45:00+00:00,BTC/USDT
1777143000000,77309.26,77309.26,77309.26,77309.26,0.00013,2026-04-25 18:50:00+00:00,BTC/USDT
1777143300000,77309.26,77309.26,77309.26,77309.26,0.0,2026-04-25 18:55:00+00:00,BTC/USDT
1777143600000,77301.99,77301.99,77301.99,77301.99,0.00019,2026-04-25 19:00:00+00:00,BTC/USDT
1777143900000,77299.98,77299.98,77299.98,77299.98,0.00045,2026-04-25 19:05:00+00:00,BTC/USDT
1777144200000,77299.98,77299.98,77299.98,77299.98,0.0,2026-04-25 19:10:00+00:00,BTC/USDT
1777144500000,77339.47,77341.34,77339.47,77341.34,0.002,2026-04-25 19:15:00+00:00,BTC/USDT
1777144800000,77341.54,77341.54,77341.54,77341.54,0.00012,2026-04-25 19:20:00+00:00,BTC/USDT
1777145100000,77278.5,77278.5,77278.5,77278.5,0.00013,2026-04-25 19:25:00+00:00,BTC/USDT
1777145400000,77255.45,77255.45,77255.45,77255.45,2e-05,2026-04-25 19:30:00+00:00,BTC/USDT
1777145700000,77230.54,77252.43,77230.54,77236.31,0.00023,2026-04-25 19:35:00+00:00,BTC/USDT
1777146000000,77212.05,77212.05,77212.04,77212.04,0.00044,2026-04-25 19:40:00+00:00,BTC/USDT
1777146300000,77230.6,77230.6,77230.6,77230.6,0.00065,2026-04-25 19:45:00+00:00,BTC/USDT
1777146600000,77247.38,77278.75,77247.38,77278.75,0.02784,2026-04-25 19:50:00+00:00,BTC/USDT
1777146900000,77294.87,77330.58,77294.87,77311.22,0.02478,2026-04-25 19:55:00+00:00,BTC/USDT
1777147200000,77345.03,77378.9,77345.03,77378.9,0.0001,2026-04-25 20:00:00+00:00,BTC/USDT
1777147500000,77339.76,77339.77,77339.76,77339.77,0.00536,2026-04-25 20:05:00+00:00,BTC/USDT
1777147800000,77361.79,77377.58,77345.51,77364.31,0.00139,2026-04-25 20:10:00+00:00,BTC/USDT
1777148100000,77364.31,77364.31,77364.31,77364.31,0.0,2026-04-25 20:15:00+00:00,BTC/USDT
1777148400000,77393.76,77415.58,77392.67,77415.58,0.00074,2026-04-25 20:20:00+00:00,BTC/USDT
1777148700000,77402.36,77402.36,77402.36,77402.36,0.00034,2026-04-25 20:25:00+00:00,BTC/USDT
1777149000000,77422.2,77433.59,77404.48,77404.49,0.00952,2026-04-25 20:30:00+00:00,BTC/USDT
1777149300000,77419.19,77419.19,77419.19,77419.19,0.00035,2026-04-25 20:35:00+00:00,BTC/USDT
1777149600000,77403.01,77403.37,77403.01,77403.36,0.01608,2026-04-25 20:40:00+00:00,BTC/USDT
1777149900000,77403.36,77403.36,77403.36,77403.36,0.0,2026-04-25 20:45:00+00:00,BTC/USDT
1777150200000,77424.86,77428.09,77424.86,77428.09,0.12882,2026-04-25 20:50:00+00:00,BTC/USDT
1777150500000,77443.67,77474.53,77443.67,77474.53,0.001,2026-04-25 20:55:00+00:00,BTC/USDT
1777150800000,77509.99,77509.99,77509.99,77509.99,0.04608,2026-04-25 21:00:00+00:00,BTC/USDT
1777151100000,77509.99,77509.99,77509.99,77509.99,0.0,2026-04-25 21:05:00+00:00,BTC/USDT
1777151400000,77515.5,77515.5,77515.5,77515.5,0.00026,2026-04-25 21:10:00+00:00,BTC/USDT
1777151700000,77510.75,77519.58,77484.26,77484.26,0.00887,2026-04-25 21:15:00+00:00,BTC/USDT
1777152000000,77520.37,77520.37,77520.37,77520.37,0.00073,2026-04-25 21:20:00+00:00,BTC/USDT
1777152300000,77485.79,77514.41,77485.79,77514.41,0.00143,2026-04-25 21:25:00+00:00,BTC/USDT
1777152600000,77497.97,77497.97,77472.56,77472.56,0.00194,2026-04-25 21:30:00+00:00,BTC/USDT
1777152900000,77472.56,77472.56,77472.56,77472.56,0.0,2026-04-25 21:35:00+00:00,BTC/USDT
1777153200000,77449.69,77455.28,77449.69,77455.28,0.02223,2026-04-25 21:40:00+00:00,BTC/USDT
1777153500000,77498.34,77499.2,77475.43,77475.43,0.03009,2026-04-25 21:45:00+00:00,BTC/USDT
1777153800000,77501.0,77501.0,77501.0,77501.0,5e-05,2026-04-25 21:50:00+00:00,BTC/USDT
1777154100000,77521.99,77528.88,77516.77,77516.77,0.00076,2026-04-25 21:55:00+00:00,BTC/USDT
1777154400000,77516.07,77530.17,77508.48,77508.48,0.00161,2026-04-25 22:00:00+00:00,BTC/USDT
1777154700000,77522.41,77553.37,77508.72,77530.73,0.00966,2026-04-25 22:05:00+00:00,BTC/USDT
1777155000000,77514.6,77530.36,77491.22,77500.58,0.00926,2026-04-25 22:10:00+00:00,BTC/USDT
1777155300000,77490.12,77528.98,77481.08,77520.52,0.00722,2026-04-25 22:15:00+00:00,BTC/USDT
1777155600000,77502.17,77528.97,77502.17,77528.97,0.00728,2026-04-25 22:20:00+00:00,BTC/USDT
1777155900000,77548.18,77548.18,77548.18,77548.18,0.00128,2026-04-25 22:25:00+00:00,BTC/USDT
1777156200000,77555.95,77629.17,77555.95,77629.17,1.4983,2026-04-25 22:30:00+00:00,BTC/USDT
1777156500000,77614.73,77614.73,77598.68,77598.68,0.00064,2026-04-25 22:35:00+00:00,BTC/USDT
1777156800000,77593.08,77593.08,77593.08,77593.08,0.00026,2026-04-25 22:40:00+00:00,BTC/USDT
1777157100000,77582.63,77582.63,77561.2,77561.2,0.00057,2026-04-25 22:45:00+00:00,BTC/USDT
1777157400000,77540.76,77540.76,77540.76,77540.76,0.00147,2026-04-25 22:50:00+00:00,BTC/USDT
1777157700000,77540.76,77540.76,77540.76,77540.76,0.0,2026-04-25 22:55:00+00:00,BTC/USDT
1777158000000,77563.04,77575.97,77554.34,77555.68,0.01092,2026-04-25 23:00:00+00:00,BTC/USDT
1777158300000,77568.09,77599.98,77568.09,77599.98,0.00262,2026-04-25 23:05:00+00:00,BTC/USDT
1777158600000,77573.11,77573.11,77573.11,77573.11,0.00077,2026-04-25 23:10:00+00:00,BTC/USDT
1777158900000,77595.06,77595.06,77573.11,77573.11,0.00508,2026-04-25 23:15:00+00:00,BTC/USDT
1777159200000,77576.86,77595.76,77549.87,77569.46,0.00542,2026-04-25 23:20:00+00:00,BTC/USDT
1777159500000,77578.88,77579.57,77572.13,77579.57,0.00253,2026-04-25 23:25:00+00:00,BTC/USDT
1777159800000,77573.71,77609.02,77573.71,77604.86,0.09239,2026-04-25 23:30:00+00:00,BTC/USDT
1777160100000,77606.27,77614.41,77602.5,77614.41,0.00039,2026-04-25 23:35:00+00:00,BTC/USDT
1777160400000,77617.92,77617.93,77617.92,77617.93,0.00265,2026-04-25 23:40:00+00:00,BTC/USDT
1777160700000,77613.26,77626.42,77586.33,77610.51,0.00266,2026-04-25 23:45:00+00:00,BTC/USDT
1777161000000,77610.84,77610.84,77610.84,77610.84,0.00137,2026-04-25 23:50:00+00:00,BTC/USDT
1777161300000,77610.68,77610.68,77610.68,77610.68,0.00385,2026-04-25 23:55:00+00:00,BTC/USDT
1777161600000,77631.64,77631.64,77631.64,77631.64,0.00075,2026-04-26 00:00:00+00:00,BTC/USDT
1777161900000,77573.19,77583.2,77473.91,77574.75,0.12529,2026-04-26 00:05:00+00:00,BTC/USDT
1777162200000,77526.73,77526.74,77526.73,77526.74,0.00135,2026-04-26 00:10:00+00:00,BTC/USDT
1777162500000,77504.9,77515.1,77477.96,77477.96,0.00188,2026-04-26 00:15:00+00:00,BTC/USDT
1777162800000,77505.77,77509.87,77505.77,77509.87,0.00503,2026-04-26 00:20:00+00:00,BTC/USDT
1777163100000,77492.63,77492.63,77461.18,77461.18,0.00063,2026-04-26 00:25:00+00:00,BTC/USDT
1777163400000,77483.92,77511.12,77483.92,77502.89,0.00261,2026-04-26 00:30:00+00:00,BTC/USDT
1777163700000,77497.87,77527.35,77482.63,77488.91,0.00448,2026-04-26 00:35:00+00:00,BTC/USDT
1777164000000,77534.25,77558.39,77512.82,77521.66,0.00641,2026-04-26 00:40:00+00:00,BTC/USDT
1777164300000,77534.73,77559.18,77514.82,77539.37,0.0299,2026-04-26 00:45:00+00:00,BTC/USDT
1777164600000,77532.81,77579.53,77532.81,77534.58,0.00325,2026-04-26 00:50:00+00:00,BTC/USDT
1777164900000,77498.36,77514.73,77424.5,77514.73,0.00357,2026-04-26 00:55:00+00:00,BTC/USDT
1777165200000,77506.19,77515.72,77478.47,77515.72,0.00982,2026-04-26 01:00:00+00:00,BTC/USDT
1777165500000,77512.88,77519.8,77488.06,77503.81,0.00362,2026-04-26 01:05:00+00:00,BTC/USDT
1777165800000,77508.55,77520.96,77503.81,77503.81,0.01378,2026-04-26 01:10:00+00:00,BTC/USDT
1777166100000,77519.43,77519.43,77497.08,77497.08,0.00078,2026-04-26 01:15:00+00:00,BTC/USDT
1777166400000,77528.32,77528.32,77528.32,77528.32,0.0005,2026-04-26 01:20:00+00:00,BTC/USDT
1777166700000,77534.23,77546.77,77514.67,77516.74,0.01844,2026-04-26 01:25:00+00:00,BTC/USDT
1777167000000,77516.74,77516.74,77516.74,77516.74,0.0,2026-04-26 01:30:00+00:00,BTC/USDT
1777167300000,77518.9,77547.78,77518.9,77547.78,0.0015,2026-04-26 01:35:00+00:00,BTC/USDT
1777167600000,77554.99,77555.0,77554.99,77555.0,0.00875,2026-04-26 01:40:00+00:00,BTC/USDT
1777167900000,77508.0,77508.0,77508.0,77508.0,0.00032,2026-04-26 01:45:00+00:00,BTC/USDT
1777168200000,77520.0,77546.73,77520.0,77546.73,0.0032,2026-04-26 01:50:00+00:00,BTC/USDT
1777168500000,77490.7,77490.7,77438.08,77438.08,0.01419,2026-04-26 01:55:00+00:00,BTC/USDT
1777168800000,77465.21,77482.17,77462.39,77462.39,0.05188,2026-04-26 02:00:00+00:00,BTC/USDT
1777169100000,77490.47,77521.71,77490.47,77521.71,0.0051,2026-04-26 02:05:00+00:00,BTC/USDT
1777169400000,77516.07,77559.3,77516.07,77559.3,0.00528,2026-04-26 02:10:00+00:00,BTC/USDT
1777169700000,77560.0,77587.77,77560.0,77587.77,0.0007,2026-04-26 02:15:00+00:00,BTC/USDT
1777170000000,77587.77,77587.77,77587.77,77587.77,0.0,2026-04-26 02:20:00+00:00,BTC/USDT
1777170300000,77587.77,77587.77,77587.77,77587.77,0.0,2026-04-26 02:25:00+00:00,BTC/USDT
1777170600000,77563.23,77565.7,77563.23,77565.7,0.00257,2026-04-26 02:30:00+00:00,BTC/USDT
1777170900000,77565.7,77565.7,77565.7,77565.7,0.0,2026-04-26 02:35:00+00:00,BTC/USDT
1777171200000,77554.98,77554.98,77554.98,77554.98,0.00129,2026-04-26 02:40:00+00:00,BTC/USDT
1777171500000,77520.52,77520.52,77520.52,77520.52,0.00032,2026-04-26 02:45:00+00:00,BTC/USDT
1777171800000,77523.2,77523.2,77523.2,77523.2,5e-05,2026-04-26 02:50:00+00:00,BTC/USDT
1777172100000,77523.2,77523.2,77523.2,77523.2,0.0,2026-04-26 02:55:00+00:00,BTC/USDT
1777172400000,77500.15,77506.82,77500.15,77506.82,0.05671,2026-04-26 03:00:00+00:00,BTC/USDT
1777172700000,77500.38,77500.38,77496.38,77496.38,0.00033,2026-04-26 03:05:00+00:00,BTC/USDT
1777173000000,77508.71,77532.24,77508.71,77532.24,0.00064,2026-04-26 03:10:00+00:00,BTC/USDT
1777173300000,77542.45,77554.46,77530.75,77530.75,0.00317,2026-04-26 03:15:00+00:00,BTC/USDT
1777173600000,77498.28,77498.28,77498.28,77498.28,5e-05,2026-04-26 03:20:00+00:00,BTC/USDT
1777173900000,77498.28,77498.28,77498.28,77498.28,0.0,2026-04-26 03:25:00+00:00,BTC/USDT
1777174200000,77376.74,77376.74,77376.74,77376.74,0.00032,2026-04-26 03:30:00+00:00,BTC/USDT
1777174500000,77352.67,77352.67,77352.67,77352.67,6e-05,2026-04-26 03:35:00+00:00,BTC/USDT
1777174800000,77340.15,77369.03,77340.15,77369.03,0.00083,2026-04-26 03:40:00+00:00,BTC/USDT
1777175100000,77390.56,77390.56,77376.23,77376.23,0.00076,2026-04-26 03:45:00+00:00,BTC/USDT
1777175400000,77391.14,77391.92,77368.86,77390.17,0.04218,2026-04-26 03:50:00+00:00,BTC/USDT
1777175700000,77390.17,77390.17,77390.17,77390.17,0.0,2026-04-26 03:55:00+00:00,BTC/USDT
1777176000000,77392.5,77392.5,77392.5,77392.5,0.00387,2026-04-26 04:00:00+00:00,BTC/USDT
1777176300000,77449.26,77449.26,77449.26,77449.26,0.00052,2026-04-26 04:05:00+00:00,BTC/USDT
1777176600000,77449.26,77449.26,77449.26,77449.26,0.0,2026-04-26 04:10:00+00:00,BTC/USDT
1777176900000,77475.01,77475.01,77475.0,77475.0,0.00702,2026-04-26 04:15:00+00:00,BTC/USDT
1777177200000,77493.32,77493.32,77493.32,77493.32,8e-05,2026-04-26 04:20:00+00:00,BTC/USDT
1777177500000,77485.84,77485.84,77456.72,77456.72,0.00708,2026-04-26 04:25:00+00:00,BTC/USDT
1777177800000,77459.52,77459.52,77453.74,77453.74,0.00164,2026-04-26 04:30:00+00:00,BTC/USDT
1777178100000,77476.59,77476.59,77475.4,77475.4,0.00038,2026-04-26 04:35:00+00:00,BTC/USDT
1777178400000,77502.99,77534.06,77502.99,77534.06,0.00015,2026-04-26 04:40:00+00:00,BTC/USDT
1777178700000,77542.93,77778.11,77542.93,77778.11,0.03611,2026-04-26 04:45:00+00:00,BTC/USDT
